2026-05-21T08:00:45.715+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3736.04 | STATUS=200 | MSG=name=psyduck
2026-05-21T08:10:56.189+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3378.03 | STATUS=200 | MSG=name=bulbasaur
2026-05-21T08:11:08.969+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=5685.00 | STATUS=200 | MSG=name=bulbasaur
2026-05-21T08:11:10.275+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3582.59 | STATUS=200 | MSG=name=snorlax
2026-05-21T08:11:11.711+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3282.55 | STATUS=200 | MSG=name=mewtwo
2026-05-21T08:11:22.986+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3990.97 | STATUS=200 | MSG=name=pikachu
2026-05-21T08:12:02.991+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=ERROR | LATENCY_MS=3278.23 | STATUS=500 | MSG=name=charizard
2026-05-21T08:12:16.559+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2762.21 | STATUS=200 | MSG=name=jigglypuff
2026-05-21T08:12:39.991+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=ERROR | LATENCY_MS=3798.97 | STATUS=500 | MSG=name=mewtwo
2026-05-21T08:12:43.777+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2878.80 | STATUS=200 | MSG=name=psyduck
2026-05-21T08:13:11.520+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1560.67 | STATUS=200 | MSG=name=raichu
2026-05-21T08:13:50.107+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2646.30 | STATUS=200 | MSG=name=raichu
2026-05-21T08:14:18.297+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3469.23 | STATUS=200 | MSG=name=eevee
2026-05-21T08:14:28.828+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1998.18 | STATUS=200 | MSG=name=bulbasaur
2026-05-21T08:14:48.590+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2463.46 | STATUS=200 | MSG=name=mewtwo
2026-05-21T08:15:28.585+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3269.85 | STATUS=200 | MSG=name=charizard
2026-05-21T08:16:40.891+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1508.69 | STATUS=200 | MSG=name=charizard
2026-05-21T08:17:04.476+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3715.36 | STATUS=200 | MSG=name=magikarp
2026-05-21T08:18:30.626+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1777.26 | STATUS=200 | MSG=name=bulbasaur
2026-05-21T08:18:39.737+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2737.41 | STATUS=200 | MSG=name=charizard
2026-05-21T08:18:45.381+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2659.58 | STATUS=200 | MSG=name=bulbasaur
2026-05-21T08:19:32.354+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1849.30 | STATUS=200 | MSG=name=gyarados
2026-05-21T08:20:07.045+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3985.13 | STATUS=200 | MSG=name=pikachu
2026-05-21T08:20:37.643+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=4574.96 | STATUS=200 | MSG=name=pikachu
2026-05-21T08:21:12.106+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2686.10 | STATUS=200 | MSG=name=jigglypuff
2026-05-21T08:21:31.674+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2839.46 | STATUS=200 | MSG=name=squirtle
2026-05-21T08:21:59.668+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3499.54 | STATUS=200 | MSG=name=charizard
2026-05-21T08:22:09.960+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=ERROR | LATENCY_MS=2768.28 | STATUS=500 | MSG=name=pikachu
...
2026-05-27T19:36:56.305+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3135.58 | STATUS=200 | MSG=name=gyarados
2026-05-27T19:36:58.401+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3680.78 | STATUS=200 | MSG=name=gyarados
2026-05-27T19:37:02.494+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3897.27 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:37:07.215+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3909.98 | STATUS=200 | MSG=name=raichu
2026-05-27T19:37:17.130+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1993.48 | STATUS=200 | MSG=name=magikarp
2026-05-27T19:37:23.992+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2273.55 | STATUS=200 | MSG=name=gyarados
2026-05-27T19:37:42.462+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3669.51 | STATUS=200 | MSG=name=raichu
2026-05-27T19:37:51.572+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3110.17 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:38:03.622+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1663.71 | STATUS=200 | MSG=name=raichu
2026-05-27T19:38:08.387+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3577.85 | STATUS=200 | MSG=name=mewtwo
2026-05-27T19:38:25.168+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=4973.51 | STATUS=200 | MSG=name=squirtle
2026-05-27T19:38:37.132+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2534.45 | STATUS=200 | MSG=name=bulbasaur
2026-05-27T19:38:40.016+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1523.84 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:38:50.937+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2180.46 | STATUS=200 | MSG=name=eevee
2026-05-27T19:39:04.316+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=ERROR | LATENCY_MS=2972.59 | STATUS=500 | MSG=name=gyarados
2026-05-27T19:40:06.407+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3331.44 | STATUS=200 | MSG=name=mewtwo
2026-05-27T19:40:19.476+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2288.96 | STATUS=200 | MSG=name=bulbasaur
2026-05-27T19:40:53.562+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2178.84 | STATUS=200 | MSG=name=psyduck
2026-05-27T19:41:03.595+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1942.31 | STATUS=200 | MSG=name=snorlax
2026-05-27T19:41:14.339+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3944.33 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:41:29.217+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2513.67 | STATUS=200 | MSG=name=squirtle
2026-05-27T19:41:35.874+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=ERROR | LATENCY_MS=3307.92 | STATUS=500 | MSG=name=magikarp
2026-05-27T19:42:45.814+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=ERROR | LATENCY_MS=1780.37 | STATUS=500 | MSG=name=charizard
2026-05-27T19:43:15.408+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1576.75 | STATUS=200 | MSG=name=eevee
2026-05-27T19:43:38.576+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3866.00 | STATUS=200 | MSG=name=eevee
2026-05-27T19:45:08.937+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2449.13 | STATUS=200 | MSG=name=snorlax
2026-05-27T19:45:14.146+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1795.68 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:45:33.912+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3163.28 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:47:22.755+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1577.23 | STATUS=200 | MSG=name=psyduck
2026-05-27T19:48:03.060+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1936.56 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:48:30.703+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3984.22 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:48:46.407+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2116.37 | STATUS=200 | MSG=name=charizard
2026-05-27T19:49:08.469+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1845.32 | STATUS=200 | MSG=name=bulbasaur
2026-05-27T19:49:30.376+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=4395.31 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:51:11.347+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3921.66 | STATUS=200 | MSG=name=psyduck
2026-05-27T19:51:26.902+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1758.07 | STATUS=200 | MSG=name=mewtwo
2026-05-27T19:51:40.692+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1701.90 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:52:13.307+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3537.01 | STATUS=200 | MSG=name=squirtle
2026-05-27T19:53:04.227+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3621.45 | STATUS=200 | MSG=name=squirtle
2026-05-27T19:53:43.129+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3775.01 | STATUS=200 | MSG=name=gyarados
2026-05-27T19:54:16.586+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2097.13 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:56:07.335+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3214.11 | STATUS=200 | MSG=name=psyduck
2026-05-27T19:56:13.679+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3099.27 | STATUS=200 | MSG=name=charizard
2026-05-27T19:56:21.534+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3158.97 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:57:30.064+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2374.41 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:57:50.756+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=2015.81 | STATUS=200 | MSG=name=squirtle
2026-05-27T19:58:32.675+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3802.89 | STATUS=200 | MSG=name=pikachu
2026-05-27T19:59:11.560+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1683.21 | STATUS=200 | MSG=name=jigglypuff
2026-05-27T19:59:12.450+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=3087.11 | STATUS=200 | MSG=name=raichu
2026-05-27T19:59:29.863+00:00 | MODULE=SEARCH_API | API=/poke/search | FUNC=search_pokemon | LEVEL=INFO | LATENCY_MS=1887.09 | STATUS=200 | MSG=name=magikarp
